example_id,press,ratio,answer,score,elapsed_s,orig_tokens,kept_tokens,mem_bytes
synthetic_5,knorm,0.7, The patient was started on lisinopril 40 mg daily. The patient was started on,0.22222222222222224,0.8632490634918213,271,81,1990656
synthetic_5,snapkv,0.3, Lisinopril 10 mg daily. The patient was started on lisinopril ,0.4285714285714285,0.8466300964355469,271,189,4644864
synthetic_5,snapkv,0.5, The patient was started on lisinopril (lisinopril) at a dose of ,0.13333333333333333,0.839522123336792,271,135,3317760
synthetic_5,snapkv,0.7, The patient was started on antibiotics for the acute appendicitis. The patient was started on antibiotics for,0.0,0.8473901748657227,271,81,1990656
synthetic_5,domain_aware,0.3, Lisinopril 1 mg daily. The patient was started on lisinopril 1,0.26666666666666666,0.8496348857879639,271,190,4669440
synthetic_5,domain_aware,0.5, Lisinopril 10 mg daily.,0.75,0.5532751083374023,271,136,3342336
synthetic_5,domain_aware,0.7, The patient was started on lisinopril 40 mg daily. The patient was started on,0.22222222222222224,0.8648531436920166,271,81,1990656
synthetic_6,oracle,0.0, Aspirin 81 mg daily.,0.75,0.5256161689758301,265,265,6512640
synthetic_6,random,0.3, Aspirin 81 mg was started. The patient was started on aspirin. The patient,0.3529411764705882,0.8587241172790527,265,185,4546560
synthetic_6,random,0.5," What medication was started and at what dose?
Answer: What medication was started and at what dose?
",0.0,0.8293020725250244,265,132,3244032
synthetic_6,random,0.7, Chest pain for the past 2 days for the 70-year-old presenting with a 7,0.0,0.8438229560852051,265,79,1941504
synthetic_6,knorm,0.3, Aspirin 80 mg daily. The patient was started on aspirin 80 mg,0.25,0.8391549587249756,265,185,4546560
synthetic_6,knorm,0.5, Aspirin 80 mg daily. The patient was started on aspirin 80 mg,0.25,0.8267881870269775,265,132,3244032
synthetic_6,knorm,0.7, Aspirin 75 mg daily. The patient was started on aspirin 75 mg,0.25,0.8256528377532959,265,79,1941504
synthetic_6,snapkv,0.3, Aspirin 81 mg daily. The patient was started on aspirin 81 mg,0.375,0.8447740077972412,265,185,4546560
synthetic_6,snapkv,0.5, The patient was started on aspirin (aspirin) at a dose of 75 mg,0.23529411764705882,0.8378481864929199,265,132,3244032
synthetic_6,snapkv,0.7," The patient was started on warfarin, a blood thinner, at a dose of 10",0.0,0.8602142333984375,265,79,1941504
synthetic_6,domain_aware,0.3, Aspirin 80 mg daily. The patient was started on aspirin 80 mg,0.25,0.8603701591491699,265,186,4571136
synthetic_6,domain_aware,0.5, Aspirin 80 mg daily. The patient was started on aspirin 80 mg,0.25,0.8333871364593506,265,132,3244032
synthetic_6,domain_aware,0.7, Aspirin 75 mg daily. The patient was started on aspirin 75 mg,0.25,0.8284621238708496,265,80,1966080
synthetic_7,oracle,0.0, Metformin 500 mg twice daily.,0.8000000000000002,0.584125280380249,269,269,6610944
synthetic_7,random,0.3, Metformin 500 mg 2 times daily. The patient is a 56,0.37499999999999994,0.8356130123138428,269,188,4620288
synthetic_7,random,0.5, Metazoline (mexiletin) was started and at 500 mg twice daily,0.5333333333333333,0.8411810398101807,269,134,3293184
synthetic_7,random,0.7," Metformin is started and metformin is met.
Answer: Metformin is started and",0.11764705882352941,0.8451180458068848,269,80,1966080
synthetic_7,knorm,0.3, Metformin 500 mg twice daily.,0.8000000000000002,0.5823781490325928,269,188,4620288
synthetic_7,knorm,0.5, Metformin 500 mg twice daily. Metformin 500 mg twice,0.5714285714285714,0.8344528675079346,269,134,3293184
synthetic_7,knorm,0.7, Metformin 500 mg orally twice daily. Metformin 500 mg,0.5714285714285714,0.8294451236724854,269,80,1966080
synthetic_7,snapkv,0.3, Metformin 500 mg twice daily. The patient was started on metformin ,0.5000000000000001,0.8666729927062988,269,188,4620288
synthetic_7,snapkv,0.5," The patient was started on metformin, which is a medication used to lower blood sugar levels.",0.0,0.8676660060882568,269,134,3293184
synthetic_7,snapkv,0.7, The patient was started on aspirin and clopidogrel. The patient was started on aspirin,0.0,0.8687210083007812,269,80,1966080
synthetic_7,domain_aware,0.3, Metformin 500 mg twice daily.,0.8000000000000002,0.5840849876403809,269,188,4620288
synthetic_7,domain_aware,0.5, Metformin 500 mg twice daily.,0.8000000000000002,0.5887811183929443,269,134,3293184
synthetic_7,domain_aware,0.7, Metformin 500 mg daily. Metformin 500 mg daily.,0.4615384615384615,0.8312942981719971,269,81,1990656
synthetic_8,oracle,0.0, Aspirin 81 mg daily.,0.75,0.5157310962677002,264,264,6488064
synthetic_8,random,0.3, Aspirin 81 mg daily. Multivitamin daily. The patient's vital signs are,0.39999999999999997,0.8311929702758789,264,184,4521984
synthetic_8,random,0.5, Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer:,0.0,0.8387908935546875,264,132,3244032
synthetic_8,random,0.7," Patient: 50-year-old.
Allergies: Patient: 50-year-old.
",0.0,0.8432328701019287,264,79,1941504
synthetic_8,knorm,0.3, Aspirin 80 mg daily. The patient was started on aspirin 80 mg,0.25,0.8317787647247314,264,184,4521984
synthetic_8,knorm,0.5, Aspirin 80 mg daily. The patient was started on aspirin 80 mg,0.25,0.8363950252532959,264,132,3244032
synthetic_8,knorm,0.7, Aspirin 75 mg daily. The patient was started on aspirin 75 mg,0.25,0.8280048370361328,264,79,1941504
synthetic_8,snapkv,0.3, Aspirin 81 mg daily.,0.75,0.5225269794464111,264,184,4521984
synthetic_8,snapkv,0.5, The patient was started on aspirin (aspirin) at a dose of 75 mg,0.23529411764705882,0.8360309600830078,264,132,3244032
synthetic_8,snapkv,0.7," The patient was started on warfarin, a blood thinner, at a dose of 1.",0.0,0.8514959812164307,264,79,1941504
synthetic_8,domain_aware,0.3, Aspirin 80 mg daily. The patient was started on aspirin 80 mg,0.25,0.8546450138092041,264,185,4546560
synthetic_8,domain_aware,0.5, Aspirin 80 mg daily. The patient was started on aspirin 80 mg,0.25,0.8880057334899902,264,132,3244032
synthetic_8,domain_aware,0.7, Aspirin was started at 75 mg daily. The patient was started on aspirin ,0.23529411764705882,0.8616170883178711,264,79,1941504
synthetic_9,oracle,0.0, Heparin 5000 units subcutaneously. Multivitamin daily. The medication,0.5,0.8678460121154785,273,273,6709248
synthetic_9,random,0.3, Heparin was started at 5000 units subcutaneously and at a daily dose,0.5,0.8689401149749756,273,191,4694016
synthetic_9,random,0.5, Heparin 500 units subcutaneously subcutaneously subcutaneously subcutaneously,0.5454545454545454,0.8495008945465088,273,136,3342336
synthetic_9,random,0.7," Cough is the diagnosis.
Cough is the diagnosis.
Cough is the diagnosis.
Cough",0.0,0.8332138061523438,273,81,1990656
synthetic_9,knorm,0.3, Heparin 500 units subcutaneously. The patient was started on heparin,0.28571428571428575,0.8360099792480469,273,191,4694016
synthetic_9,knorm,0.5, The patient was started on heparin subcutaneously (subcutaneously) at a dose of,0.25,0.833078145980835,273,136,3342336
synthetic_9,knorm,0.7, The patient was started on a combination of insulin and metformin. The patient was started on a,0.0,0.8367726802825928,273,81,1990656
synthetic_9,snapkv,0.3, Heparin 500 mg subcutaneous. The patient was started on heparin,0.14285714285714288,0.881127119064331,273,191,4694016
synthetic_9,snapkv,0.5," The patient was started on the medication, which was a 500 mg oral dose of insulin",0.0,0.879878044128418,273,136,3342336
synthetic_9,snapkv,0.7," The patient was started on insulin therapy, and the dose was 0.5 units per kilogram",0.10526315789473685,0.8419570922851562,273,81,1990656
synthetic_9,domain_aware,0.3, Heparin 500 units subcutaneously. The patient was started with heparin,0.28571428571428575,0.8384761810302734,273,191,4694016
synthetic_9,domain_aware,0.5, Heparin 500 units subcutaneously. The patient was started on heparin,0.28571428571428575,0.849510908126831,273,136,3342336
synthetic_9,domain_aware,0.7, The patient was started on heparin 1000 units IV bolus and 1,0.25,0.8322288990020752,273,82,2015232
synthetic_10,oracle,0.0, Heparin 5000 units subcutaneously. Multivitamin daily. The medication,0.5,0.8460569381713867,276,276,6782976
synthetic_10,random,0.3, Heparin 5000 units subcutaneously was started and was administered at a dose,0.5,0.8482511043548584,276,193,4743168
synthetic_10,random,0.5, Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer:,0.0,0.8315420150756836,276,138,3391488
synthetic_10,random,0.7," H4.
Dose of
Question of
8.
8.
8.
8.
8.
",0.0,0.8398687839508057,276,82,2015232
synthetic_10,knorm,0.3, Heparin 500 units subcutaneously. The patient was started on heparin,0.28571428571428575,0.8629307746887207,276,193,4743168
synthetic_10,knorm,0.5, The patient was started on heparin 500 units subcutaneously. The dose was,0.25,0.8376400470733643,276,138,3391488
synthetic_10,knorm,0.7," The patient was started on a combination of insulin and oral hypoglycemic agents, including met",0.0,0.8589379787445068,276,82,2015232
synthetic_10,snapkv,0.3, Heparin 500 mg subcutaneous. The patient was started on heparin,0.14285714285714288,0.8567900657653809,276,193,4743168
synthetic_10,snapkv,0.5," The patient was started on the medication, which was a 500 mg dose of acetamin",0.0,0.8401730060577393,276,138,3391488
synthetic_10,snapkv,0.7," The patient was started on insulin therapy, and the dose was 0.5 units per kilogram",0.10526315789473685,0.83669114112854,276,82,2015232
synthetic_10,domain_aware,0.3, Heparin 500 units subcutaneously. The patient was started with heparin,0.28571428571428575,0.8495800495147705,276,193,4743168
synthetic_10,domain_aware,0.5, Heparin 500 units subcutaneously. The patient was started on heparin,0.28571428571428575,0.8390908241271973,276,138,3391488
synthetic_10,domain_aware,0.7, The patient was started on heparin 1000 units IV bolus and 1,0.25,0.837550163269043,276,83,2039808
synthetic_11,oracle,0.0, Heparin 5000 units subcutaneously. Multivitamin daily. The medication,0.5,0.8658847808837891,274,274,6733824
synthetic_11,random,0.3, Heparin 500 units subcutaneously. The patient is a 73-year,0.30769230769230765,0.8371760845184326,274,191,4694016
synthetic_11,random,0.5," BP 98/98, HR 92, BP 138, HR",0.0,0.8378071784973145,274,137,3366912
synthetic_11,random,0.7," Hepar 5 subcutaneous.
Dose: 50 drops.
Dose: H",0.0,0.8323547840118408,274,82,2015232
synthetic_11,knorm,0.3, Heparin 500 units subcutaneously. The patient was started on heparin,0.28571428571428575,0.836245059967041,274,191,4694016
synthetic_11,knorm,0.5, The patient was started on heparin 500 units subcutaneously. The dose was,0.25,0.8388516902923584,274,137,3366912
synthetic_11,knorm,0.7, The patient was started on aspirin and clopidogrel. The patient was started on aspirin,0.0,0.8400681018829346,274,82,2015232
synthetic_11,snapkv,0.3, Heparin 1000 units daily. The patient was started on heparin ,0.28571428571428575,0.8451478481292725,274,191,4694016
synthetic_11,snapkv,0.5," The patient was started on the medication ""heparin"" and the dose was 100",0.0,0.8503439426422119,274,137,3366912
synthetic_11,snapkv,0.7, The patient was started on aspirin for the prevention of thrombosis. The dose was 1,0.0,0.842642068862915,274,82,2015232
synthetic_11,domain_aware,0.3, Heparin 500 units subcutaneously. The patient was started with heparin,0.28571428571428575,0.8392419815063477,274,192,4718592
synthetic_11,domain_aware,0.5, Heparin 500 units subcutaneously. The patient was started on heparin,0.28571428571428575,0.8441107273101807,274,137,3366912
synthetic_11,domain_aware,0.7, The patient was started on heparin 1000 units IV bolus and 1,0.25,0.8388810157775879,274,82,2015232
synthetic_12,oracle,0.0, Metformin 500 mg twice daily.,0.8000000000000002,0.587601900100708,273,273,6709248
synthetic_12,random,0.3, Metformin 500 mg twice daily.,0.8000000000000002,0.5820059776306152,273,191,4694016
synthetic_12,random,0.5, Metformin 500 mg twice daily was started and at what dose was 50,0.5555555555555556,0.832772970199585,273,136,3342336
synthetic_12,random,0.7," The patient is a 5-year-old.
The patient is a 5-year-old.
The patient",0.0,0.8302750587463379,273,81,1990656
synthetic_12,knorm,0.3, Metformin 500 mg twice daily.,0.8000000000000002,0.5815627574920654,273,191,4694016
synthetic_12,knorm,0.5, Metronidazole 1000 mg orally twice daily. Metronidazole 1,0.3076923076923077,0.8361320495605469,273,136,3342336
synthetic_12,knorm,0.7, Metronidazole 1000 mg orally twice daily. Metronidazole 1,0.3076923076923077,0.8359789848327637,273,81,1990656
synthetic_12,snapkv,0.3, Metformin 500 mg twice daily. The patient was started on metformin ,0.5000000000000001,0.8431820869445801,273,191,4694016
synthetic_12,snapkv,0.5," The patient was started on metformin, which is a medication used to treat diabetes. The dose",0.0,0.8471992015838623,273,136,3342336
synthetic_12,snapkv,0.7," The patient was started on a course of antibiotics, likely a combination of a fluoroquinolone",0.0,0.8798298835754395,273,81,1990656
synthetic_12,domain_aware,0.3, Metformin 500 mg twice daily.,0.8000000000000002,0.6172399520874023,273,191,4694016
synthetic_12,domain_aware,0.5, Metformin 500 mg twice daily.,0.8000000000000002,0.5835731029510498,273,136,3342336
synthetic_12,domain_aware,0.7, Metronidazole 100 mg orally every 8 hours for 5 days. The,0.12500000000000003,0.8441789150238037,273,82,2015232
synthetic_13,oracle,0.0, Aspirin 81 mg daily.,0.75,0.5307269096374512,267,267,6561792
synthetic_13,random,0.3," Aspirin 81 mg daily
The patient started and at the dose of aspirin was",0.4444444444444445,0.8337829113006592,267,186,4571136
synthetic_13,random,0.5, Aspirin 81 mg daily.,0.75,0.51715087890625,267,133,3268608
synthetic_13,random,0.7, Aspirin 81 mg/u/l. Based on aspirin 81 mg/u/l,0.3333333333333333,0.8488872051239014,267,80,1966080
synthetic_13,knorm,0.3, Aspirin 80 mg daily. The patient was started on aspirin 80 mg,0.25,0.8535010814666748,267,186,4571136
synthetic_13,knorm,0.5, Aspirin 80 mg daily. Aspirin 80 mg daily. Aspir,0.30769230769230765,0.8379359245300293,267,133,3268608
synthetic_13,knorm,0.7, Aspirin 75 mg daily. The patient was started on aspirin 75 mg,0.25,0.8353049755096436,267,80,1966080
synthetic_13,snapkv,0.3, Aspirin 81 mg daily. The patient was started on aspirin 81 mg,0.375,0.8480942249298096,267,186,4571136
synthetic_13,snapkv,0.5, The patient was started on aspirin (aspirin) at a dose of 75 mg,0.23529411764705882,0.8415517807006836,267,133,3268608
synthetic_13,snapkv,0.7, The patient was started on aspirin and was prescribed 75 mg of aspirin daily. The,0.2105263157894737,0.8415718078613281,267,80,1966080
synthetic_13,domain_aware,0.3, Aspirin 80 mg daily. The patient was started on aspirin 80 mg,0.25,0.8444638252258301,267,187,4595712
synthetic_13,domain_aware,0.5, Aspirin 80 mg daily.,0.5,0.5193557739257812,267,134,3293184
synthetic_13,domain_aware,0.7, Aspirin 75 mg daily. The patient was started on aspirin 75 mg,0.25,0.8401520252227783,267,80,1966080
synthetic_14,oracle,0.0, Atorvastatin 40 mg nightly.,0.75,0.5858619213104248,269,269,6610944
synthetic_14,random,0.3, Atorvastatin 40 mg was started and the dose was 40 mg daily,0.375,0.8825790882110596,269,188,4620288
synthetic_14,random,0.5," Atorvinda 100 mg
Explanation: Atorvinda 100",0.2,0.8707149028778076,269,134,3293184
synthetic_14,random,0.7," 44-year-old
44-year-old
44-year-old
44-year-old",0.0,1.1592211723327637,269,80,1966080
synthetic_14,knorm,0.3, Atorvastatin 4 mg nightly. The patient was started on atorvastatin,0.28571428571428575,0.8601231575012207,269,188,4620288
synthetic_14,knorm,0.5, Atorvastatin 10 mg daily. The patient was started on atorvast,0.28571428571428575,0.8435230255126953,269,134,3293184
synthetic_14,knorm,0.7," At the time of the chief complaint, the patient was on atorvastatin 40",0.23529411764705882,0.8561990261077881,269,80,1966080
synthetic_14,snapkv,0.3, Atorvastatin 40 mg nightly. The patient was started on atorvast,0.4285714285714285,0.8717021942138672,269,188,4620288
synthetic_14,snapkv,0.5, The patient was started on a medication regimen of 10 mg of amoxicillin and 1,0.10526315789473685,0.8502039909362793,269,134,3293184
synthetic_14,snapkv,0.7, The patient was started on antibiotics for acute appendicitis. The patient was prescribed 750,0.0,0.8667929172515869,269,80,1966080
synthetic_14,domain_aware,0.3, Atorvastatin 4 mg nightly.,0.5,0.5698511600494385,269,188,4620288
synthetic_14,domain_aware,0.5, Atorvastatin 10 mg nightly. The patient was started on atorvast,0.28571428571428575,0.8353378772735596,269,134,3293184
synthetic_14,domain_aware,0.7, The patient was started on atorvastatin 40 mg daily. The patient was started,0.3529411764705882,0.8397121429443359,269,81,1990656
synthetic_15,oracle,0.0, Atorvastatin 40 mg nightly.,0.75,0.6084628105163574,276,276,6782976
synthetic_15,random,0.3, Atorvastatin 40 mg nightly.,0.75,0.5943691730499268,276,193,4743168
synthetic_15,random,0.5, Shortness of breath. Shortness of breath. Shortness of breath. Shortness of breath.,0.0,0.8373658657073975,276,138,3391488
synthetic_15,random,0.7," The patient is a 20-year-old male.
The patient is a 20-year old",0.0,0.8370048999786377,276,82,2015232
synthetic_15,knorm,0.3, Atorvastatin 4 mg nightly. Multivitamin daily. The patient was started on,0.26666666666666666,0.8386189937591553,276,193,4743168
synthetic_15,knorm,0.5, Atorvastatin 10 mg daily. The patient was started on atorvast,0.28571428571428575,0.8381149768829346,276,138,3391488
synthetic_15,knorm,0.7," At the time of presentation, the patient was started on atorvastatin 40 mg",0.3529411764705882,0.8554661273956299,276,82,2015232
synthetic_15,snapkv,0.3, Atorvastatin 40 mg nightly. The patient was started on atorvast,0.4285714285714285,0.8503689765930176,276,193,4743168
synthetic_15,snapkv,0.5," The patient was started on a course of antibiotics to treat the suspected infection, and the dose was ",0.0,0.8395977020263672,276,138,3391488
synthetic_15,snapkv,0.7, The patient was started on antibiotics for the acute appendicitis. The patient was started on antibiotics for,0.0,0.8469128608703613,276,82,2015232
synthetic_15,domain_aware,0.3, Atorvastatin 4 mg nightly.,0.5,0.5533177852630615,276,193,4743168
synthetic_15,domain_aware,0.5, Atorvastatin 10 mg nightly. The patient was started on atorvast,0.28571428571428575,0.8377799987792969,276,138,3391488
synthetic_15,domain_aware,0.7, Atorvastatin 20 mg daily. The patient was started on atorvast,0.28571428571428575,0.8648257255554199,276,83,2039808
synthetic_16,oracle,0.0, Lisinopril 10 mg daily.,0.75,0.5560660362243652,264,264,6488064
synthetic_16,random,0.3," Lisopril 10 mg daily
The patient's last known medication was lisinopril",0.5333333333333333,0.8318440914154053,264,184,4521984
synthetic_16,random,0.5," Lisinopril 10 mg daily
Answer: Lisinopril 10 mg",0.6666666666666666,0.8308701515197754,264,132,3244032
synthetic_16,random,0.7," Patient was a 6 answered.
Answer: Patient was a 6 answered.
Working Of Of Of",0.0,0.8577079772949219,264,79,1941504
synthetic_16,knorm,0.3, Lisinopril 1 mg daily. The patient was started on lisinopril 1,0.26666666666666666,0.8460559844970703,264,184,4521984
synthetic_16,knorm,0.5, Lisinopril 40 mg daily. Lisinopril 40 mg daily.,0.3333333333333333,0.8267371654510498,264,132,3244032
synthetic_16,knorm,0.7, Lisinopril 40 mg daily. Lisinopril 40 mg daily.,0.3333333333333333,0.8262991905212402,264,79,1941504
synthetic_16,snapkv,0.3, Lisinopril 10 mg daily.,0.75,0.5521810054779053,264,184,4521984
